purpose,mean_purpose_open_acc
car,9.374797687861271
credit_card,11.463741759490793
debt_consolidation,11.43181465631302
educational,8.51951951951952
home_improvement,10.713108578962238
house,10.112021857923498
major_purchase,9.68712517544979
medical,10.330347448425623
moving,9.71948160535117
other,9.907587084459998
renewable_energy,10.04982206405694
small_business,9.751164457183805
vacation,9.854344550477148
wedding,9.727609962904081
